generation,animalid,accessid,rfid,earpunch,dam,sire,dob,dow,dorfid,sex,coatcolor,plate_id,well_position,dosacking,number_sacked,weanednumber,littersize,breederpair,rack_number,rack_position,comments
100,G100_B01_01,111000101,933000320978158,LT,G99_B01_07,G99_B32_02,11/10/2023 9:12:59,12/1/2023 9:56:18,12/1/2023 11:19:24,M,blackhood,01,E09,,,3,3,01,6,E4,"no Fs,nan"
100,G100_B01_02,111000102,933000320978137,LM,G99_B01_07,G99_B32_02,11/10/2023 9:12:59,12/1/2023 9:56:18,12/1/2023 11:19:24,M,blackhood,01,F09,,,3,3,01,6,E4,"no Fs,nan"
100,G100_B01_03,111000103,933000320978125,LB,G99_B01_07,G99_B32_02,11/10/2023 9:12:59,12/1/2023 9:56:18,12/1/2023 11:19:24,M,blackhood,01,G09,,,3,3,01,6,E4,"no Fs,nan"
100,G100_B02_01,111000201,933000320978266,LT,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:13,12/7/2023 11:02:56,M,brownhood,05,A01,,,10,10,02,4,D7,"nan,nan"
100,G100_B02_02,111000202,933000320978267,LM,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:13,12/7/2023 11:02:56,M,brown,05,B01,,,10,10,02,4,D7,"nan,nan"
100,G100_B02_03,111000203,933000320978272,LB,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:13,12/7/2023 11:02:56,M,brown,05,C01,,,10,10,02,4,D7,"nan,nan"
100,G100_B02_04,111000204,933000320978273,LC,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:13,12/7/2023 11:02:56,M,black,05,D01,,,10,10,02,4,D7,"nan,nan"
100,G100_B02_05,111000205,933000320978271,LTRT,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:13,12/7/2023 11:05:55,M,black,05,E01,,,10,10,02,3,D3,"nan,nan"
100,G100_B02_09,111000209,933000320978270,RT,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:40,12/7/2023 11:09:56,F,brownhood,05,F01,,,10,10,02,4,E7,"nan,nan"
100,G100_B02_10,111000210,933000320978265,RM,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:40,12/7/2023 11:09:56,F,brownhood,05,G01,,,10,10,02,4,E7,"nan,nan"
100,G100_B02_11,111000211,933000320978255,RB,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:40,12/7/2023 11:09:56,F,blackhood,05,H01,,,10,10,02,4,E7,"nan,nan"
100,G100_B02_12,111000212,933000320978254,RC,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:40,12/7/2023 11:09:56,F,blackhood,05,A02,,,10,10,02,4,E7,"nan,nan"
100,G100_B02_13,111000213,933000320978264,LMRM,G99_B02_05,G99_B26_04,11/14/2023 9:35:24,12/7/2023 9:57:40,12/7/2023 11:13:23,F,brown,05,B02,,,10,10,02,3,E3,"nan,nan"
100,G100_B03_01,111000301,933000320978327,LT,G99_B02_07,G99_B24_02,11/13/2023 9:21:08,12/4/2023 9:34:45,12/4/2023 10:44:46,M,brownhood,02,A08,,,9,9,03,5,A5,"nan,nan"
100,G100_B03_02,111000302,933000320980731,LM,G99_B02_07,G99_B24_02,11/13/2023 9:21:08,12/4/2023 9:34:45,12/4/2023 10:44:46,M,brownhood,02,B08,,,9,9,03,5,A5,"nan,nan"
100,G100_B03_03,111000303,933000320978328,LB,G99_B02_07,G99_B24_02,11/13/2023 9:21:08,12/4/2023 9:34:45,12/4/2023 10:44:46,M,brownhood,02,C08,,,9,9,03,5,A5,"nan,nan"
100,G100_B03_09,111000309,933000320978348,RT,G99_B02_07,G99_B24_02,11/13/2023 9:21:08,12/4/2023 9:35:20,12/4/2023 10:49:54,F,brownhood,02,D08,,,9,9,03,5,B2,"nan,nan"
100,G100_B03_10,111000310,933000320946596,RM,G99_B02_07,G99_B24_02,11/13/2023 9:21:08,12/4/2023 9:35:20,12/4/2023 10:49:54,F,brownhood,02,E08,,,9,9,03,5,B2,"nan,nan"
100,G100_B03_11,111000311,933000320980733,RB,G99_B02_07,G99_B24_02,11/13/2023 9:21:08,12/4/2023 9:35:20,12/4/2023 10:49:54,F,brownhood,02,F08,,,9,9,03,5,B2,"nan,nan"
100,G100_B03_12,111000312,933000320980727,RC,G99_B02_07,G99_B24_02,11/13/2023 9:21:08,12/4/2023 9:35:20,12/4/2023 10:49:54,F,brownhood,02,G08,,,9,9,03,5,B2,"nan,nan"
100,G100_B03_13,111000313,933000320978346,LMRM,G99_B02_07,G99_B24_02,11/13/2023 9:21:08,12/4/2023 9:35:20,12/4/2023 10:53:01,F,brownhood,02,H08,,,9,9,03,5,B5,"nan,nan"
100,G100_B03_14,111000314,933000320978329,LBRB,G99_B02_07,G99_B24_02,11/13/2023 9:21:08,12/4/2023 9:35:20,12/4/2023 10:53:01,F,blackhood,02,A09,,,9,9,03,5,B5,"nan,nan"
100,G100_B04_01,111000401,933000320978204,LT,G99_B03_06,G99_B19_01,11/8/2023 11:11:53,11/29/2023 11:26:21,11/29/2023 12:20:44,M,brown,01,A01,,,8,8,04,6,A1,"only M from litter,nan"
100,G100_B04_09,111000409,933000320978206,RT,G99_B03_06,G99_B19_01,11/8/2023 11:11:53,11/29/2023 11:33:00,11/29/2023 12:26:26,F,albino,01,B01,,,8,8,04,6,B1,"nan,nan"
100,G100_B04_10,111000410,933000320978211,RM,G99_B03_06,G99_B19_01,11/8/2023 11:11:53,11/29/2023 11:33:00,11/29/2023 12:26:26,F,brownhood,01,C01,,,8,8,04,6,B1,"nan,nan"
100,G100_B04_11,111000411,933000320978212,RB,G99_B03_06,G99_B19_01,11/8/2023 11:11:53,11/29/2023 11:33:00,11/29/2023 12:26:26,F,brownhood,01,D01,,,8,8,04,6,B1,"nan,nan"
100,G100_B04_12,111000412,933000320978215,RC,G99_B03_06,G99_B19_01,11/8/2023 11:11:53,11/29/2023 11:33:00,11/29/2023 12:26:26,F,blackhood,01,E01,,,8,8,04,6,B1,"nan,nan"
100,G100_B04_13,111000413,933000320978210,LMRM,G99_B03_06,G99_B19_01,11/8/2023 11:11:53,11/29/2023 11:33:00,11/29/2023 12:35:19,F,brown,01,F01,,,8,8,04,6,C1,"nan,nan"
100,G100_B04_14,111000414,933000320978209,LBRB,G99_B03_06,G99_B19_01,11/8/2023 11:11:53,11/29/2023 11:33:00,11/29/2023 12:35:19,F,black,01,G01,,,8,8,04,6,C1,"nan,nan"
100,G100_B04_15,111000415,933000320978216,LCRC,G99_B03_06,G99_B19_01,11/8/2023 11:11:53,11/29/2023 11:33:00,11/29/2023 12:35:19,F,black,01,H01,,,8,8,04,6,C1,"nan,nan"
100,G100_B05_01,111000501,933000320978205,LT,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:38:31,11/29/2023 12:40:43,M,albino,01,A02,11/29/2023 11:39:20,3,10,13,05,6,D1,"nan,nan"
100,G100_B05_02,111000502,933000320978207,LM,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:38:31,11/29/2023 12:40:43,M,albino,01,B02,11/29/2023 11:39:20,3,10,13,05,6,D1,"nan,nan"
100,G100_B05_03,111000503,933000320978213,LB,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:38:31,11/29/2023 12:40:43,M,albino,01,C02,11/29/2023 11:39:20,3,10,13,05,6,D1,"nan,nan"
100,G100_B05_04,111000504,933000320978214,LC,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:38:31,11/29/2023 12:40:43,M,brownhood,01,D02,11/29/2023 11:39:20,3,10,13,05,6,D1,"nan,nan"
100,G100_B05_05,111000505,933000320946719,LTRT,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:38:31,11/29/2023 12:46:02,M,brownhood,01,E02,11/29/2023 11:39:20,3,10,13,05,6,E1,"nan,nan"
100,G100_B05_06,111000506,933000320978208,LTRM,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:38:31,11/29/2023 12:46:02,M,brown,01,F02,11/29/2023 11:39:20,3,10,13,05,6,E1,"nan,nan"
100,G100_B05_07,111000507,933000320946723,LTRB,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:38:31,11/29/2023 12:46:02,M,brown,01,G02,11/29/2023 11:39:20,3,10,13,05,6,E1,"nan,nan"
100,G100_B05_08,111000508,933000320946724,LTRC,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:38:31,11/29/2023 12:46:02,M,brown,01,H02,11/29/2023 11:39:20,3,10,13,05,6,E1,"nan,nan"
100,G100_B05_09,111000509,933000320978203,RT,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:39:14,11/29/2023 12:49:47,F,albino,01,A03,11/29/2023 11:39:20,3,10,13,05,6,A2,"nan,nan"
100,G100_B05_10,111000510,933000320978223,RM,G99_B03_07,G99_B23_03,11/8/2023 11:12:10,11/29/2023 11:39:14,11/29/2023 12:49:47,F,brownhood,01,B03,11/29/2023 11:39:20,3,10,13,05,6,A2,"nan,nan"
100,G100_B06_01,111000601,933000320978339,LT,G99_B05_07,G99_B60_02,11/13/2023 9:20:53,12/4/2023 9:36:59,12/4/2023 10:58:38,M,brownhood,02,B09,,,9,9,06,5,C2,"nan,nan"
100,G100_B06_02,111000602,933000320978345,LM,G99_B05_07,G99_B60_02,11/13/2023 9:20:53,12/4/2023 9:36:59,12/4/2023 10:58:38,M,blackhood,02,C09,,,9,9,06,5,C2,"nan,nan"
100,G100_B06_03,111000603,933000320978342,LB,G99_B05_07,G99_B60_02,11/13/2023 9:20:53,12/4/2023 9:36:59,12/4/2023 10:58:38,M,blackhood,02,D09,,,9,9,06,5,C2,"nan,nan"
100,G100_B06_04,111000604,933000320978340,LC,G99_B05_07,G99_B60_02,11/13/2023 9:20:53,12/4/2023 9:36:59,12/4/2023 10:58:38,M,brown,02,E09,,,9,9,06,5,C2,"nan,nan"
100,G100_B06_05,111000605,933000320978350,LTRT,G99_B05_07,G99_B60_02,11/13/2023 9:20:53,12/4/2023 9:36:59,12/4/2023 11:02:09,M,black,02,F09,,,9,9,06,5,C5,"nan,nan"
100,G100_B06_06,111000606,933000320978326,LTRM,G99_B05_07,G99_B60_02,11/13/2023 9:20:53,12/4/2023 9:36:59,12/4/2023 11:02:09,M,black,02,G09,,,9,9,06,5,C5,"nan,nan"
100,G100_B06_09,111000609,933000320978347,RT,G99_B05_07,G99_B60_02,11/13/2023 9:20:53,12/4/2023 9:37:30,12/4/2023 11:08:36,F,blackhood,02,H09,,,9,9,06,5,D5,"nan,nan"
100,G100_B06_10,111000610,933000320978349,RM,G99_B05_07,G99_B60_02,11/13/2023 9:20:53,12/4/2023 9:37:30,12/4/2023 11:08:36,F,blackhood,02,A10,,,9,9,06,5,D5,"nan,nan"
100,G100_B06_11,111000611,933000320978344,RB,G99_B05_07,G99_B60_02,11/13/2023 9:20:53,12/4/2023 9:37:30,12/4/2023 11:08:36,F,brown,02,B10,,,9,9,06,5,D5,"nan,nan"
100,G100_B08_01,111000801,933000320978101,LT,G99_B08_08,G99_B20_01,11/10/2023 9:13:08,12/1/2023 9:58:32,12/1/2023 11:25:11,M,brownhood,01,H09,,,9,9,08,6,A5,"nan,nan"
100,G100_B08_02,111000802,933000320978102,LM,G99_B08_08,G99_B20_01,11/10/2023 9:13:08,12/1/2023 9:58:32,12/1/2023 11:25:11,M,brownhood,01,A10,,,9,9,08,6,A5,"nan,nan"
100,G100_B08_03,111000803,933000320978169,LB,G99_B08_08,G99_B20_01,11/10/2023 9:13:08,12/1/2023 9:58:32,12/1/2023 11:25:11,M,brown,01,B10,,,9,9,08,6,A5,"nan,nan"
100,G100_B08_04,111000804,933000320978123,LC,G99_B08_08,G99_B20_01,11/10/2023 9:13:08,12/1/2023 9:58:32,12/1/2023 11:25:11,M,brown,01,C10,,,9,9,08,6,A5,"nan,nan"
100,G100_B08_05,111000805,933000320978120,LTRT,G99_B08_08,G99_B20_01,11/10/2023 9:13:08,12/1/2023 9:58:32,12/1/2023 11:27:56,M,black,01,D10,,,9,9,08,6,B5,"nan,nan"
100,G100_B08_06,111000806,933000320978166,LTRM,G99_B08_08,G99_B20_01,11/10/2023 9:13:08,12/1/2023 9:58:32,12/1/2023 11:27:56,M,black,01,E10,,,9,9,08,6,B5,"nan,nan"
100,G100_B08_09,111000809,933000320978165,RT,G99_B08_08,G99_B20_01,11/10/2023 9:13:08,12/1/2023 9:58:58,12/1/2023 11:31:36,F,blackhood,01,F10,,,9,9,08,6,C5,"nan,nan"
100,G100_B08_10,111000810,933000320978118,RM,G99_B08_08,G99_B20_01,11/10/2023 9:13:08,12/1/2023 9:58:58,12/1/2023 11:31:36,F,blackhood,01,G10,,,9,9,08,6,C5,"nan,nan"
100,G100_B08_11,111000811,933000320978124,RB,G99_B08_08,G99_B20_01,11/10/2023 9:13:08,12/1/2023 9:58:58,12/1/2023 11:31:36,F,black,01,H10,,,9,9,08,6,C5,"nan,nan"
100,G100_B09_01,111000901,933000320946717,LT,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:41:54,11/29/2023 12:55:16,M,albino,01,C03,,,12,12,09,6,B2,"nan,nan"
100,G100_B09_02,111000902,933000320946718,LM,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:41:54,11/29/2023 12:55:16,M,albino,01,D03,,,12,12,09,6,B2,"nan,nan"
100,G100_B09_03,111000903,933000320978194,LB,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:41:54,11/29/2023 12:55:16,M,blackhood,01,E03,,,12,12,09,6,B2,"nan,nan"
100,G100_B09_04,111000904,933000320978196,LC,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:41:54,11/29/2023 12:55:16,M,black,01,F03,,,12,12,09,6,B2,"nan,nan"
100,G100_B09_05,111000905,933000320978220,LTRT,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:41:54,11/29/2023 13:00:23,M,black,01,G03,,,12,12,09,6,A1,"nan,nan"
100,G100_B09_06,111000906,933000320978221,LTRM,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:41:54,11/29/2023 13:00:23,M,black,01,H03,,,12,12,09,6,A1,"nan,nan"
100,G100_B09_09,111000909,933000320978198,RT,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:42:55,11/29/2023 13:05:59,F,brownhood,01,A04,,,12,12,09,6,C2,"nan,nan"
100,G100_B09_10,111000910,933000320978197,RM,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:42:55,11/29/2023 13:05:59,F,brownhood,01,B04,,,12,12,09,6,C2,"nan,nan"
100,G100_B09_11,111000911,933000320978200,RB,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:42:55,11/29/2023 13:05:59,F,brownhood,01,C04,,,12,12,09,6,C2,"nan,nan"
100,G100_B09_12,111000912,933000320946712,RC,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:42:55,11/29/2023 13:05:59,F,blackhood,01,D04,,,12,12,09,6,C2,"nan,nan"
100,G100_B09_13,111000913,933000320978222,LMRM,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:42:55,11/29/2023 13:09:32,F,black,01,E04,,,12,12,09,6,A2,"nan,nan"
100,G100_B09_14,111000914,933000320946725,LBRB,G99_B09_06,G99_B27_04,11/8/2023 11:12:19,11/29/2023 11:42:55,11/29/2023 13:09:32,F,black,01,F04,,,12,12,09,6,A2,"nan,nan"
100,G100_B10_01,111001001,933000320980700,LT,G99_B10_07,G99_B67_03,11/10/2023 9:13:14,12/1/2023 10:00:46,12/1/2023 12:10:14,M,albino,01,A11,,,8,8,10,6,D5,"nan,nan"
100,G100_B10_02,111001002,933000320980693,LM,G99_B10_07,G99_B67_03,11/10/2023 9:13:14,12/1/2023 10:00:46,12/1/2023 12:10:14,M,blackhood,01,B11,,,8,8,10,6,D5,"nan,nan"
100,G100_B10_03,111001003,933000320980699,LB,G99_B10_07,G99_B67_03,11/10/2023 9:13:14,12/1/2023 10:00:46,12/1/2023 12:10:14,M,blackhood,01,C11,,,8,8,10,6,D5,"nan,nan"
100,G100_B10_04,111001004,933000320980696,LC,G99_B10_07,G99_B67_03,11/10/2023 9:13:14,12/1/2023 10:00:46,12/1/2023 12:10:14,M,blackhood,01,D11,,,8,8,10,6,D5,"nan,nan"
100,G100_B10_05,111001005,933000320978116,LTRT,G99_B10_07,G99_B67_03,11/10/2023 9:13:14,12/1/2023 10:00:46,12/1/2023 12:12:59,M,black,01,E11,,,8,8,10,6,E4,"nan,nan"
100,G100_B10_09,111001009,933000320980692,RT,G99_B10_07,G99_B67_03,11/10/2023 9:13:14,12/1/2023 10:01:14,12/1/2023 12:17:21,F,albino,01,F11,,,8,8,10,6,E5,"nan,nan"
100,G100_B10_10,111001010,933000320980698,RM,G99_B10_07,G99_B67_03,11/10/2023 9:13:14,12/1/2023 10:01:14,12/1/2023 12:17:21,F,blackhood,01,G11,,,8,8,10,6,E5,"nan,nan"
100,G100_B10_11,111001011,933000320980694,RB,G99_B10_07,G99_B67_03,11/10/2023 9:13:14,12/1/2023 10:01:14,12/1/2023 12:17:21,F,black,01,H11,,,8,8,10,6,E5,"nan,nan"
100,G100_B12_01,111001201,933000320947020,LT,G99_B12_06,G99_B28_02,11/20/2023 10:48:56,12/11/2023 13:36:30,12/11/2023 13:53:41,M,brownhood,06,E05,,,9,9,12,3,C6,"unsure sex,nan"
100,G100_B12_02,111001202,933000320947024,LM,G99_B12_06,G99_B28_02,11/20/2023 10:48:56,12/11/2023 13:36:30,12/11/2023 13:53:41,M,blackhood,06,F05,,,9,9,12,3,C6,"nan,nan"
100,G100_B12_03,111001203,933000320947009,LB,G99_B12_06,G99_B28_02,11/20/2023 10:48:56,12/11/2023 13:36:30,12/11/2023 13:53:41,M,blackhood,06,G05,,,9,9,12,3,C6,"nan,nan"
100,G100_B12_04,111001204,933000320947016,LC,G99_B12_06,G99_B28_02,11/20/2023 10:48:56,12/11/2023 13:36:30,12/11/2023 13:53:41,M,brown,06,H05,,,9,9,12,3,C6,"nan,nan"
100,G100_B12_05,111001205,933000320947019,LTRT,G99_B12_06,G99_B28_02,11/20/2023 10:48:56,12/11/2023 13:36:30,12/11/2023 13:56:08,M,brown,06,A06,,,9,9,12,3,B7,"nan,nan"
100,G100_B12_06,111001206,933000320947023,LTRM,G99_B12_06,G99_B28_02,11/20/2023 10:48:56,12/11/2023 13:36:30,12/11/2023 13:56:08,M,brown,06,B06,,,9,9,12,3,B7,"nan,nan"
100,G100_B12_09,111001209,933000320947025,RT,G99_B12_06,G99_B28_02,11/20/2023 10:48:56,12/11/2023 13:36:55,12/11/2023 13:59:57,F,brownhood,06,C06,,,9,9,12,3,D6,"nan,nan"
100,G100_B12_10,111001210,933000320947012,RM,G99_B12_06,G99_B28_02,11/20/2023 10:48:56,12/11/2023 13:36:55,12/11/2023 13:59:57,F,brownhood,06,D06,,,9,9,12,3,D6,"nan,nan"
100,G100_B12_11,111001211,933000320947006,RB,G99_B12_06,G99_B28_02,11/20/2023 10:48:56,12/11/2023 13:36:55,12/11/2023 13:59:57,F,brown,06,E06,,,9,9,12,3,D6,"nan,DEFORMITY, ACTUALLY LB"
100,G100_B13_01,111001301,933000320978173,LT,G99_B13_06,G99_B50_04,11/10/2023 9:13:23,12/1/2023 10:05:27,12/1/2023 12:24:01,M,albino,01,A12,12/1/2023 10:05:49,2,9,11,13,6,A6,"nan,nan"
100,G100_B13_02,111001302,933000320978157,LM,G99_B13_06,G99_B50_04,11/10/2023 9:13:23,12/1/2023 10:05:27,12/1/2023 12:24:01,M,albino,01,B12,12/1/2023 10:05:49,2,9,11,13,6,A6,"nan,nan"
100,G100_B13_03,111001303,933000320978135,LB,G99_B13_06,G99_B50_04,11/10/2023 9:13:23,12/1/2023 10:05:27,12/1/2023 12:24:01,M,brownhood,01,C12,12/1/2023 10:05:49,2,9,11,13,6,A6,"nan,nan"
100,G100_B13_04,111001304,933000320978150,LC,G99_B13_06,G99_B50_04,11/10/2023 9:13:23,12/1/2023 10:05:27,12/1/2023 12:24:01,M,brownhood,01,D12,12/1/2023 10:05:49,2,9,11,13,6,A6,"nan,nan"
100,G100_B13_05,111001305,933000320978175,LTRT,G99_B13_06,G99_B50_04,11/10/2023 9:13:23,12/1/2023 10:05:27,12/1/2023 12:28:06,M,brownhood,01,E12,12/1/2023 10:05:49,2,9,11,13,6,B5,"nan,nan"
100,G100_B13_06,111001306,933000320978121,LTRM,G99_B13_06,G99_B50_04,11/10/2023 9:13:23,12/1/2023 10:05:27,12/1/2023 12:28:06,M,brownhood,01,F12,12/1/2023 10:05:49,2,9,11,13,6,B5,"nan,neck wound - treating"
100,G100_B13_09,111001309,933000320978115,RT,G99_B13_06,G99_B50_04,11/10/2023 9:13:23,12/1/2023 10:06:19,12/1/2023 12:34:57,F,albino,01,G12,12/1/2023 10:05:49,2,9,11,13,5,B1,"nan,nan"
100,G100_B13_10,111001310,933000320978145,RM,G99_B13_06,G99_B50_04,11/10/2023 9:13:23,12/1/2023 10:06:19,12/1/2023 12:34:57,F,albino,01,H12,12/1/2023 10:05:49,2,9,11,13,5,B1,"nan,nan"
100,G100_B13_11,111001311,933000320978174,RB,G99_B13_06,G99_B50_04,11/10/2023 9:13:23,12/1/2023 10:06:19,12/1/2023 12:34:57,F,brownhood,02,A01,12/1/2023 10:05:49,2,9,11,13,5,B1,"nan,nan"
100,G100_B14_01,111001401,933000320978217,LT,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:16,11/29/2023 13:14:18,M,blackhood,01,G04,,,10,10,14,6,D2,"nan,nan"
100,G100_B14_02,111001402,933000320978219,LM,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:16,11/29/2023 13:14:18,M,brown,01,H04,,,10,10,14,6,D2,"nan,nan"
100,G100_B14_03,111001403,933000320978224,LB,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:16,11/29/2023 13:14:18,M,brown,01,A05,,,10,10,14,6,D2,"nan,nan"
100,G100_B14_04,111001404,933000320978218,LC,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:16,11/29/2023 13:14:18,M,brown,01,B05,,,10,10,14,6,D2,"nan,nan"
100,G100_B14_09,111001409,933000320978225,RT,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:50,11/29/2023 13:20:55,F,albino,01,C05,,,10,10,14,6,E2,"nan,nan"
100,G100_B14_10,111001410,933000320946713,RM,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:50,11/29/2023 13:20:55,F,albino,01,D05,,,10,10,14,6,E2,"nan,nan"
100,G100_B14_11,111001411,933000320946720,RB,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:50,11/29/2023 13:20:55,F,albino,01,E05,,,10,10,14,6,E2,"nan,nan"
100,G100_B14_12,111001412,933000320978202,RC,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:50,11/29/2023 13:20:55,F,brownhood,01,H05,,,10,10,14,6,E2,"nan,nan"
100,G100_B14_13,111001413,933000320978199,LMRM,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:50,11/29/2023 13:32:04,F,brownhood,01,G05,,,10,10,14,6,A3,"nan,nan"
100,G100_B14_14,111001414,933000320946716,LBRB,G99_B14_08,G99_B31_02,11/8/2023 11:12:24,11/29/2023 11:44:50,11/29/2023 13:32:04,F,blackhood,01,F05,,,10,10,14,6,A3,"nan,actually LMRC"
100,G100_B15_01,111001501,933000320978142,LT,G99_B15_08,G99_B48_01,11/10/2023 9:13:32,12/1/2023 10:07:48,12/1/2023 12:42:35,M,albino,02,B01,,,7,7,15,6,B6,"nan,nan"
100,G100_B15_02,111001502,933000320978133,LM,G99_B15_08,G99_B48_01,11/10/2023 9:13:32,12/1/2023 10:07:48,12/1/2023 12:42:35,M,albino,02,C01,,,7,7,15,6,B6,"nan,nan"
100,G100_B15_03,111001503,933000320978126,LB,G99_B15_08,G99_B48_01,11/10/2023 9:13:32,12/1/2023 10:07:48,12/1/2023 12:42:35,M,albino,02,D01,,,7,7,15,6,B6,"nan,nan"
100,G100_B15_04,111001504,933000320978132,LC,G99_B15_08,G99_B48_01,11/10/2023 9:13:32,12/1/2023 10:07:48,12/1/2023 12:42:35,M,brown,02,E01,,,7,7,15,6,B6,"nan,nan"
100,G100_B15_05,111001505,933000320980687,LTRT,G99_B15_08,G99_B48_01,11/10/2023 9:13:32,12/1/2023 10:08:13,12/1/2023 12:44:51,F,black,02,F01,,,7,7,15,6,C6,"nan,nan"
100,G100_B15_09,111001509,933000320980686,RT,G99_B15_08,G99_B48_01,11/10/2023 9:13:32,12/1/2023 10:08:13,12/1/2023 12:49:47,F,black,02,G01,,,7,7,15,6,D6,"nan,nan"
100,G100_B15_10,111001510,933000320978114,RM,G99_B15_08,G99_B48_01,11/10/2023 9:13:32,12/1/2023 10:08:13,12/1/2023 12:49:47,F,black,02,H01,,,7,7,15,6,D6,"nan,nan"
100,G100_B16_01,111001601,933000320978191,LT,G99_B17_06,G99_B40_01,11/9/2023 10:00:50,11/30/2023 9:49:19,11/30/2023 10:16:27,M,albino,01,A06,,,9,9,16,6,B3,"nan,nan"
