generation,animalid,accessid,rfid,earpunch,dam,sire,dob,dow,dorfid,sex,coatcolor,plate_id,well_position,dosacking,number_sacked,weanednumber,littersize,breederpair,rack_number,rack_position,comments
100,G100_B16_02,111001602,933000320978192,LM,G99_B17_06,G99_B40_01,11/9/2023 10:00:50,11/30/2023 9:49:19,11/30/2023 10:16:27,M,albino,01, B06,,,9,9,16,6,B3,"nan,nan"
100,G100_B16_03,111001603,933000320978193,LB,G99_B17_06,G99_B40_01,11/9/2023 10:00:50,11/30/2023 9:49:19,11/30/2023 10:16:27,M,blackhood,01,C06,,,9,9,16,6,B3,"nan,nan"
100,G100_B16_04,111001604,933000320978195,LC,G99_B17_06,G99_B40_01,11/9/2023 10:00:50,11/30/2023 9:49:19,11/30/2023 10:16:27,M,black,01,D06,,,9,9,16,6,B3,"nan,nan"
100,G100_B16_05,111001605,933000320978176,LTRT,G99_B17_06,G99_B40_01,11/9/2023 10:00:50,11/30/2023 9:49:19,11/30/2023 10:19:47,M,black,01,E06,,,9,9,16,6,C3,"nan,nan"
100,G100_B16_06,111001606,933000320978177,LTRM,G99_B17_06,G99_B40_01,11/9/2023 10:00:50,11/30/2023 9:49:19,11/30/2023 10:19:47,M,black,01,F06,,,9,9,16,6,C3,"nan,nan"
100,G100_B16_09,111001609,933000320978184,RT,G99_B17_06,G99_B40_01,11/9/2023 10:00:50,11/30/2023 9:49:52,11/30/2023 10:24:59,F,albino,01,G06,,,9,9,16,6,D3,"nan,nan"
100,G100_B16_10,111001610,933000320978186,RM,G99_B17_06,G99_B40_01,11/9/2023 10:00:50,11/30/2023 9:49:52,11/30/2023 10:24:59,F,albino,01,H06,,,9,9,16,6,D3,"nan,ACTUALLY LMRM"
100,G100_B16_11,111001611,933000320978183,RB,G99_B17_06,G99_B40_01,11/9/2023 10:00:50,11/30/2023 9:49:52,11/30/2023 10:24:59,F,black,01,A07,,,9,9,16,6,D3,"nan,nan"
100,G100_B17_01,111001701,933000320978316,LT,G99_B18_06,G99_B65_02,11/13/2023 9:24:27,12/5/2023 9:55:46,12/5/2023 11:07:09,M,albino,03,E05,,,8,8,17,5,B6,"nan,nan"
100,G100_B17_02,111001702,933000320978317,LM,G99_B18_06,G99_B65_02,11/13/2023 9:24:27,12/5/2023 9:55:46,12/5/2023 11:07:09,M,blackhood,03,F05,,,8,8,17,5,B6,"nan,neck wound - treating"
100,G100_B17_03,111001703,933000320978320,LB,G99_B18_06,G99_B65_02,11/13/2023 9:24:27,12/5/2023 9:55:46,12/5/2023 11:07:09,M,brown,03,G05,,,8,8,17,5,B6,"nan,nan"
100,G100_B17_04,111001704,933000320978321,LC,G99_B18_06,G99_B65_02,11/13/2023 9:24:27,12/5/2023 9:55:46,12/5/2023 11:07:09,M,brown,03,H05,,,8,8,17,5,B6,"nan,neck wound - euthanized"
100,G100_B17_05,111001705,933000320978303,LTRT,G99_B18_06,G99_B65_02,11/13/2023 9:24:27,12/5/2023 9:55:46,12/5/2023 11:08:22,M,black,03,A06,,,8,8,17,4,E2,"nan,nan"
100,G100_B17_09,111001709,933000320978313,RT,G99_B18_06,G99_B65_02,11/13/2023 9:24:27,12/5/2023 9:56:28,12/5/2023 11:14:35,F,brownhood,03,B06,,,8,8,17,5,C6,"nan,nan"
100,G100_B17_10,111001710,933000320978314,RM,G99_B18_06,G99_B65_02,11/13/2023 9:24:27,12/5/2023 9:56:28,12/5/2023 11:14:35,F,brownhood,03,C06,,,8,8,17,5,C6,"nan,nan"
100,G100_B17_11,111001711,933000320978315,RB,G99_B18_06,G99_B65_02,11/13/2023 9:24:27,12/5/2023 9:56:28,12/5/2023 11:14:35,F,blackhood,03,D06,,,8,8,17,5,C6,"nan,nan"
100,G100_B18_01,111001801,933000320978187,LT,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:52:52,11/30/2023 10:32:16,M,brownhood,01,B07,,,11,11,18,6,E3,"nan,nan"
100,G100_B18_02,111001802,933000320978188,LM,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:52:52,11/30/2023 10:32:16,M,brownhood,01,C07,,,11,11,18,6,E3,"nan,nan"
100,G100_B18_03,111001803,933000320978190,LB,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:52:52,11/30/2023 10:32:16,M,blackhood,01,E07,,,11,11,18,6,E3,"nan,nan"
100,G100_B18_04,111001804,933000320978189,LC,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:52:52,11/30/2023 10:32:16,M,brown,01,D07,,,11,11,18,6,E3,"nan,ACTUALLY LBRB"
100,G100_B18_05,111001805,933000320978179,LTRT,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:52:52,11/30/2023 10:36:11,M,black,01,F07,,,11,11,18,6,A4,"nan,nan"
100,G100_B18_06,111001806,933000320980679,LTRM,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:52:52,11/30/2023 10:36:11,M,black,01,G07,,,11,11,18,6,A4,"nan,nan"
100,G100_B18_09,111001809,933000320978178,RT,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:53:33,11/30/2023 10:40:59,F,brownhood,01,H07,,,11,11,18,6,B4,"nan,nan"
100,G100_B18_10,111001810,933000320980683,RM,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:53:33,11/30/2023 10:40:59,F,brownhood,01,A08,,,11,11,18,6,B4,"nan,nan"
100,G100_B18_11,111001811,933000320980682,RB,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:53:33,11/30/2023 10:40:59,F,brownhood,01,B08,,,11,11,18,6,B4,"nan,nan"
100,G100_B18_12,111001812,933000320980680,RC,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:53:33,11/30/2023 10:40:59,F,blackhood,01,C08,,,11,11,18,6,B4,"nan,nan"
100,G100_B18_13,111001813,933000320980678,LMRM,G99_B18_08,G99_B52_03,11/9/2023 10:00:57,11/30/2023 9:53:33,11/30/2023 10:44:31,F,brown,01,D08,,,11,11,18,6,C4,"nan,nan"
100,G100_B19_01,111001901,933000320978201,LT,G99_B21_07,G99_B25_02,11/9/2023 10:01:05,11/30/2023 9:55:15,11/30/2023 10:46:15,M,albino,01,E08,,,8,8,19,6,A4,"only M from litter,nan"
100,G100_B19_09,111001909,933000320978182,RT,G99_B21_07,G99_B25_02,11/9/2023 10:01:05,11/30/2023 9:55:51,11/30/2023 10:54:47,F,albino,01,F08,,,8,8,19,6,D4,"nan,nan"
100,G100_B19_10,111001910,933000320978180,RM,G99_B21_07,G99_B25_02,11/9/2023 10:01:05,11/30/2023 9:55:51,11/30/2023 10:54:47,F,brownhood,01,G08,,,8,8,19,6,D4,"nan,nan"
100,G100_B19_11,111001911,933000320980677,RB,G99_B21_07,G99_B25_02,11/9/2023 10:01:05,11/30/2023 9:55:51,11/30/2023 10:54:47,F,brownhood,01,H08,,,8,8,19,6,D4,"nan,nan"
100,G100_B19_12,111001912,933000320978185,RC,G99_B21_07,G99_B25_02,11/9/2023 10:01:05,11/30/2023 9:55:51,11/30/2023 10:54:47,F,blackhood,01,A09,,,8,8,19,6,D4,"nan,nan"
100,G100_B19_13,111001913,933000320980697,LMRM,G99_B21_07,G99_B25_02,11/9/2023 10:01:05,11/30/2023 9:55:51,11/30/2023 10:58:54,F,brown,01,B09,,,8,8,19,6,C4,"nan,nan"
100,G100_B19_14,111001914,933000320980676,LBRB,G99_B21_07,G99_B25_02,11/9/2023 10:01:05,11/30/2023 9:55:51,11/30/2023 10:58:54,F,black,01,C09,,,8,8,19,6,C4,"nan,nan"
100,G100_B19_15,111001915,933000320978181,LCRC,G99_B21_07,G99_B25_02,11/9/2023 10:01:05,11/30/2023 9:55:51,11/30/2023 10:58:54,F,black,01,D09,,,8,8,19,6,C4,"nan,nan"
100,G100_B21_01,111002101,933000320881979,LT,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:58:27,12/13/2023 11:11:39,M,brownhood,07,A03,,,10,10,21,2,C1,"nan,nan"
100,G100_B21_02,111002102,933000320881986,LM,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:58:27,12/13/2023 11:11:39,M,brown,07,B03,,,10,10,21,2,C1,"nan,nan"
100,G100_B21_03,111002103,933000320881984,LB,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:58:27,12/13/2023 11:17:44,M,brown,07,C03,,,10,10,21,2,D1,"nan,nan"
100,G100_B21_04,111002104,933000320881988,LC,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:58:27,12/13/2023 11:17:44,M,brown,07,D03,,,10,10,21,2,D1,"nan,nan"
100,G100_B21_05,111002105,933000320881982,LTRT,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:58:27,12/13/2023 11:17:44,M,brown,07,E03,,,10,10,21,2,D1,"nan,nan"
100,G100_B21_09,111002109,933000320881980,RT,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:59:22,12/13/2023 11:25:20,F,brownhood,07,F03,,,10,10,21,2,E1,"nan,nan"
100,G100_B21_10,111002110,933000320881978,RM,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:59:22,12/13/2023 11:25:20,F,brownhood,07,G03,,,10,10,21,2,E1,"nan,nan"
100,G100_B21_11,111002111,933000320881985,RB,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:59:22,12/13/2023 11:25:20,F,brown,07,H03,,,10,10,21,2,E1,"nan,nan"
100,G100_B21_12,111002112,933000320881983,RC,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:59:22,12/13/2023 11:25:20,F,brown,07,A04,,,10,10,21,2,E1,"nan,nan"
100,G100_B21_13,111002113,933000320881987,LMRM,G99_B22_07,G99_B61_04,11/22/2023 10:37:30,12/13/2023 10:59:22,12/13/2023 11:28:27,F,brown,07,B04,,,10,10,21,2,B1,"nan,nan"
100,G100_B22_01,111002201,933000320978146,LT,G99_B24_05,G99_B44_04,11/10/2023 9:13:50,12/1/2023 10:09:39,12/1/2023 13:21:06,M,blackhood,02,A02,,,8,8,22,6,E6,"nan,nan"
100,G100_B22_02,111002202,933000320978140,LM,G99_B24_05,G99_B44_04,11/10/2023 9:13:50,12/1/2023 10:09:39,12/1/2023 13:21:06,M,brown,02,B02,,,8,8,22,6,E6,"nan,nan"
100,G100_B22_03,111002203,933000320978130,LB,G99_B24_05,G99_B44_04,11/10/2023 9:13:50,12/1/2023 10:09:39,12/1/2023 13:21:06,M,brown,02,C02,,,8,8,22,6,E6,"nan,nan"
100,G100_B22_04,111002204,933000320978129,LC,G99_B24_05,G99_B44_04,11/10/2023 9:13:50,12/1/2023 10:09:39,12/1/2023 13:21:06,M,black,02,D02,,,8,8,22,6,E6,"nan,nan"
100,G100_B22_09,111002209,933000320978128,RT,G99_B24_05,G99_B44_04,11/10/2023 9:13:50,12/1/2023 10:10:18,12/1/2023 13:26:26,F,brownhood,02,E02,,,8,8,22,6,A7,"nan,nan"
100,G100_B22_10,111002210,933000320978155,RM,G99_B24_05,G99_B44_04,11/10/2023 9:13:50,12/1/2023 10:10:18,12/1/2023 13:26:26,F,blackhood,02,F02,,,8,8,22,6,A7,"nan,nan"
100,G100_B22_11,111002211,933000320978154,RB,G99_B24_05,G99_B44_04,11/10/2023 9:13:50,12/1/2023 10:10:18,12/1/2023 13:26:26,F,brown,02,G02,,,8,8,22,6,A7,"nan,nan"
100,G100_B22_12,111002212,933000320978122,RC,G99_B24_05,G99_B44_04,11/10/2023 9:13:50,12/1/2023 10:10:18,12/1/2023 13:26:26,F,brown,02,H02,,,8,8,22,6,A7,"nan,nan"
100,G100_B23_01,111002301,933000320978343,LT,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:07,12/4/2023 11:13:34,M,albino,02,C10,,,10,10,23,5,D2,"nan,nan"
100,G100_B23_02,111002302,933000320978334,LM,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:07,12/4/2023 11:13:34,M,brownhood,02,D10,,,10,10,23,5,D2,"nan,nan"
100,G100_B23_03,111002303,933000320978333,LB,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:07,12/4/2023 11:13:34,M,brownhood,02,E10,,,10,10,23,5,D2,"nan,nan"
100,G100_B23_04,111002304,933000320978335,LC,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:07,12/4/2023 11:13:34,M,brownhood,02,F10,,,10,10,23,5,D2,"nan,nan"
100,G100_B23_09,111002309,933000320980738,RT,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:42,12/4/2023 11:21:02,F,albino,02,G10,,,10,10,23,5,E2,"nan,nan"
100,G100_B23_10,111002310,933000320980737,RM,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:42,12/4/2023 11:21:02,F,albino,02,H10,,,10,10,23,5,E2,"nan,nan"
100,G100_B23_11,111002311,933000320980750,RB,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:42,12/4/2023 11:21:02,F,blackhood,02,A11,,,10,10,23,5,E2,"nan,nan"
100,G100_B23_12,111002312,933000320980736,RC,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:42,12/4/2023 11:21:02,F,blackhood,02,B11,,,10,10,23,5,E2,"nan,nan"
100,G100_B23_13,111002313,933000320978338,LMRM,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:42,12/4/2023 11:24:51,F,blackhood,02,C11,,,10,10,23,5,B5,"nan,nan"
100,G100_B23_14,111002314,933000320980728,LBRB,G99_B25_08,G99_B35_03,11/13/2023 9:21:01,12/4/2023 9:39:42,12/4/2023 11:24:51,F,blackhood,02,D11,,,10,10,23,5,B5,"nan,nan"
100,G100_B24_01,111002401,933000320881990,LT,G99_B27_06,G99_B62_02,11/21/2023 10:44:28,12/12/2023 10:26:55,12/12/2023 10:46:17,M,brownhood,07,A01,,,7,7,24,3,C7,"nan,nan"
100,G100_B24_02,111002402,933000320881989,LM,G99_B27_06,G99_B62_02,11/21/2023 10:44:28,12/12/2023 10:26:55,12/12/2023 10:46:17,M,brownhood,07,B01,,,7,7,24,3,C7,"nan,nan"
100,G100_B24_03,111002403,933000320881992,LB,G99_B27_06,G99_B62_02,11/21/2023 10:44:28,12/12/2023 10:26:55,12/12/2023 10:46:17,M,brownhood,07,C01,,,7,7,24,3,C7,"nan,nan"
100,G100_B24_04,111002404,933000320947015,LC,G99_B27_06,G99_B62_02,11/21/2023 10:44:28,12/12/2023 10:26:55,12/12/2023 10:46:17,M,brownhood,07,D01,,,7,7,24,3,C7,"nan,nan"
100,G100_B24_09,111002409,933000320947003,RT,G99_B27_06,G99_B62_02,11/21/2023 10:44:28,12/12/2023 10:27:28,12/12/2023 10:54:25,F,brownhood,07,E01,,,7,7,24,3,D7,"nan,nan"
100,G100_B24_10,111002410,933000320881993,RM,G99_B27_06,G99_B62_02,11/21/2023 10:44:28,12/12/2023 10:27:28,12/12/2023 10:54:25,F,brownhood,07,F01,,,7,7,24,3,D7,"nan,nan"
100,G100_B24_11,111002411,933000320881997,RB,G99_B27_06,G99_B62_02,11/21/2023 10:44:28,12/12/2023 10:27:28,12/12/2023 10:54:25,F,brownhood,07,G01,,,7,7,24,3,D7,"nan,nan"
100,G100_B25_01,111002501,933000320978304,LT,G99_B28_08,G99_B12_02,11/11/2023 10:00:02,12/5/2023 9:59:00,12/5/2023 11:20:52,M,albino,03,E06,,,9,9,25,5,D6,"nan,nan"
100,G100_B25_02,111002502,933000320978305,LM,G99_B28_08,G99_B12_02,11/11/2023 10:00:02,12/5/2023 9:59:00,12/5/2023 11:20:52,M,albino,03,F06,,,9,9,25,5,D6,"nan,nan"
100,G100_B25_03,111002503,933000320978309,LB,G99_B28_08,G99_B12_02,11/11/2023 10:00:02,12/5/2023 9:59:00,12/5/2023 11:20:52,M,albino,03,G06,,,9,9,25,5,D6,"nan,nan"
100,G100_B25_04,111002504,933000320978308,LC,G99_B28_08,G99_B12_02,11/11/2023 10:00:02,12/5/2023 9:59:00,12/5/2023 11:20:52,M,blackhood,03,H06,,,9,9,25,5,D6,"nan,nan"
100,G100_B25_05,111002505,933000320978310,LTRT,G99_B28_08,G99_B12_02,11/11/2023 10:00:02,12/5/2023 9:59:00,12/5/2023 11:24:03,M,black,03,A07,,,9,9,25,4,A3,"nan,nan"
100,G100_B25_06,111002506,933000320978312,LTRM,G99_B28_08,G99_B12_02,11/11/2023 10:00:02,12/5/2023 9:59:00,12/5/2023 11:24:03,M,black,03,B07,,,9,9,25,4,A3,"nan,nan"
100,G100_B25_09,111002509,933000320978319,RT,G99_B28_08,G99_B12_02,11/11/2023 10:00:02,12/5/2023 9:59:25,12/5/2023 11:27:35,F,blackhood,03,C07,,,9,9,25,5,E6,"nan,nan"
100,G100_B25_10,111002510,933000320978322,RM,G99_B28_08,G99_B12_02,11/11/2023 10:00:02,12/5/2023 9:59:25,12/5/2023 11:27:35,F,blackhood,03,D07,,,9,9,25,5,E6,"nan,nan"
100,G100_B25_11,111002511,933000320978278,RB,G99_B28_08,G99_B12_02,11/11/2023 10:00:02,12/5/2023 9:59:25,12/5/2023 11:27:35,F,black,03,E07,,,9,9,25,5,E6,"nan,nan"
100,G100_B26_01,111002601,933000320980746,LT,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:41:58,12/4/2023 11:32:08,M,brownhood,02,E11,,,10,10,26,5,A3,"nan,VERY SMALL"
100,G100_B26_02,111002602,933000320980734,LM,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:41:58,12/4/2023 11:32:08,M,brownhood,02,F11,,,10,10,26,5,A3,"nan,nan"
100,G100_B26_03,111002603,933000320980735,LB,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:41:58,12/4/2023 11:32:08,M,brownhood,02,G11,,,10,10,26,5,A3,"nan,nan"
100,G100_B26_04,111002604,933000320980739,LC,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:41:58,12/4/2023 11:32:08,M,brownhood,02,H11,,,10,10,26,5,A3,"nan,nan"
100,G100_B26_05,111002605,933000320980743,LTRT,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:41:58,12/4/2023 11:34:52,M,brown,02,A12,,,10,10,26,5,A5,"nan,nan"
100,G100_B26_09,111002609,933000320980726,RT,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:42:44,12/4/2023 11:39:25,F,brownhood,02,B12,,,10,10,26,5,B3,"nan,nan"
100,G100_B26_10,111002610,933000320980741,RM,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:42:44,12/4/2023 11:39:25,F,brownhood,02,C12,,,10,10,26,5,B3,"nan,nan"
100,G100_B26_11,111002611,933000320980740,RB,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:42:44,12/4/2023 11:39:25,F,brown,02,D12,,,10,10,26,5,B3,"nan,nan"
100,G100_B26_12,111002612,933000320980730,RC,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:42:44,12/4/2023 11:39:25,F,brown,02,E12,,,10,10,26,5,B3,"nan,nan"
100,G100_B26_13,111002613,933000320980748,LMRM,G99_B29_05,G99_B69_03,11/10/2023 10:49:13,12/4/2023 9:42:44,12/4/2023 11:41:47,F,brown,02,F12,,,10,10,26,5,D5,"nan,nan"
100,G100_B27_01,111002701,933000320978141,LT,G99_B30_05,G99_B36_01,11/10/2023 9:13:56,12/1/2023 10:12:40,12/1/2023 13:30:39,M,blackhood,02,A03,,,8,8,27,6,C6,"nan,nan"
100,G100_B27_02,111002702,933000320978117,LM,G99_B30_05,G99_B36_01,11/10/2023 9:13:56,12/1/2023 10:12:40,12/1/2023 13:30:39,M,blackhood,02,B03,,,8,8,27,6,C6,"nan,nan"
100,G100_B27_03,111002703,933000320978153,LB,G99_B30_05,G99_B36_01,11/10/2023 9:13:56,12/1/2023 10:12:40,12/1/2023 13:30:39,M,blackhood,02,C03,,,8,8,27,6,C6,"nan,nan"
100,G100_B27_09,111002709,933000320978131,RT,G99_B30_05,G99_B36_01,11/10/2023 9:13:56,12/1/2023 10:13:10,12/1/2023 13:36:09,F,blackhood,02,D03,,,8,8,27,6,B7,"nan,nan"
100,G100_B27_10,111002710,933000320978108,RM,G99_B30_05,G99_B36_01,11/10/2023 9:13:56,12/1/2023 10:13:10,12/1/2023 13:36:09,F,blackhood,02,E03,,,8,8,27,6,B7,"nan,nan"
100,G100_B27_11,111002711,933000320978111,RB,G99_B30_05,G99_B36_01,11/10/2023 9:13:56,12/1/2023 10:13:10,12/1/2023 13:36:09,F,blackhood,02,F03,,,8,8,27,6,B7,"nan,nan"
100,G100_B27_12,111002712,933000320978107,RC,G99_B30_05,G99_B36_01,11/10/2023 9:13:56,12/1/2023 10:13:10,12/1/2023 13:36:09,F,blackhood,02,G03,,,8,8,27,6,B7,"nan,nan"
100,G100_B27_13,111002713,933000320978109,LMRM,G99_B30_05,G99_B36_01,11/10/2023 9:13:56,12/1/2023 10:13:10,12/1/2023 13:38:32,F,blackhood,02,H03,,,8,8,27,6,C5,"nan,nan"
100,G100_B28_01,111002801,933000320978136,LT,G99_B30_08,G99_B18_04,11/10/2023 9:14:02,12/1/2023 10:15:50,12/1/2023 13:42:18,M,brownhood,02,A04,,,8,8,28,6,C7,"nan,nan"
100,G100_B28_02,111002802,933000320978138,LM,G99_B30_08,G99_B18_04,11/10/2023 9:14:02,12/1/2023 10:15:50,12/1/2023 13:42:18,M,brown,02,B04,,,8,8,28,6,C7,"nan,nan"
100,G100_B28_03,111002803,933000320978139,LB,G99_B30_08,G99_B18_04,11/10/2023 9:14:02,12/1/2023 10:15:50,12/1/2023 13:42:18,M,black,02,C04,,,8,8,28,6,C7,"nan,nan"
100,G100_B28_09,111002809,933000320978103,RT,G99_B30_08,G99_B18_04,11/10/2023 9:14:02,12/1/2023 10:16:28,12/1/2023 13:48:35,F,brownhood,02,D04,,,8,8,28,6,D7,"nan,nan"
100,G100_B28_10,111002810,933000320978106,RM,G99_B30_08,G99_B18_04,11/10/2023 9:14:02,12/1/2023 10:16:28,12/1/2023 13:48:35,F,brown,02,E04,,,8,8,28,6,D7,"nan,nan"
100,G100_B28_11,111002811,933000320978104,RB,G99_B30_08,G99_B18_04,11/10/2023 9:14:02,12/1/2023 10:16:28,12/1/2023 13:48:35,F,black,02,F04,,,8,8,28,6,D7,"nan,nan"
100,G100_B28_12,111002812,933000320978105,RC,G99_B30_08,G99_B18_04,11/10/2023 9:14:02,12/1/2023 10:16:28,12/1/2023 13:48:35,F,black,02,G04,,,8,8,28,6,D7,"nan,nan"
100,G100_B28_13,111002813,933000320978127,LMRM,G99_B30_08,G99_B18_04,11/10/2023 9:14:02,12/1/2023 10:16:28,12/1/2023 13:50:56,F,black,02,H04,,,8,8,28,6,E5,"nan,nan"
100,G100_B29_01,111002901,933000320946565,LT,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:56:55,12/19/2023 10:25:04,M,albino,7,A09,,,10,10,29,2,C4,"nan,nan"
100,G100_B29_02,111002902,933000320946561,LM,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:56:55,12/19/2023 10:25:04,M,brownhood,,B09,,,10,10,29,2,C4,"nan,nan"
100,G100_B29_03,111002903,933000320946563,LB,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:56:55,12/19/2023 10:25:04,M,brownhood,07,C09,,,10,10,29,2,C4,"nan,nan"
100,G100_B29_09,111002909,933000320946557,RT,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:58:05,12/19/2023 10:35:54,F,albino,07,D09,,,10,10,29,2,D4,"nan,nan"
100,G100_B29_10,111002910,933000320946560,RM,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:58:05,12/19/2023 10:35:54,F,albino,07,E09,,,10,10,29,2,D4,"nan,nan"
100,G100_B29_11,111002911,933000320946555,RB,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:58:05,12/19/2023 10:35:54,F,albino,07,F09,,,10,10,29,2,D4,"nan,nan"
100,G100_B29_12,111002912,933000320946558,RC,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:58:05,12/19/2023 10:35:54,F,brownhood,07,G09,,,10,10,29,2,D4,"nan,nan"
100,G100_B29_13,111002913,933000320882100,LMRM,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:58:05,12/19/2023 10:49:56,F,brownhood,07,H09,,,10,10,29,2,E4,"nan,nan"
100,G100_B29_14,111002914,933000320882093,LBRB,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:58:05,12/19/2023 10:49:56,F,brownhood,07,A10,,,10,10,29,2,E4,"nan,nan"
100,G100_B29_15,111002915,933000320882096,LCRC,G99_B31_06,G99_B02_04,11/28/2023 10:32:12,12/19/2023 9:58:05,12/19/2023 10:49:56,F,blackhood,07,B10,,,10,10,29,2,E4,"nan,nan"
100,G100_B30_01,111003001,933000320946553,LT,G99_B32_06,G99_B01_02,11/23/2023 10:10:22,12/14/2023 9:50:02,12/14/2023 10:26:01,M,blackhood,07,C04,,,10,10,30,2,A2,"nan,nan"
100,G100_B30_02,111003002,933000320881981,LM,G99_B32_06,G99_B01_02,11/23/2023 10:10:22,12/14/2023 9:50:02,12/14/2023 10:26:01,M,blackhood,07,D04,,,10,10,30,2,A2,"nan,nan"
